danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0.542,0.766,7,-5.411,1,0.0282,0.0295,0.0802,0.396,0.643,88.062,audio_features,6hkfgHhYXyDVYahUOZhGRd,spotify:track:6hkfgHhYXyDVYahUOZhGRd,https://api.spotify.com/v1/tracks/6hkfgHhYXyDVYahUOZhGRd,https://api.spotify.com/v1/audio-analysis/6hkfgHhYXyDVYahUOZhGRd,185907,4
0.675,0.681,5,-5.728,0,0.0356,0.312,0.0,0.304,0.675,106.521,audio_features,7aiKdAM9WYW3GzWSA9OXIl,spotify:track:7aiKdAM9WYW3GzWSA9OXIl,https://api.spotify.com/v1/tracks/7aiKdAM9WYW3GzWSA9OXIl,https://api.spotify.com/v1/audio-analysis/7aiKdAM9WYW3GzWSA9OXIl,271613,4
0.484,0.795,9,-4.201,1,0.208,0.294,0.0,0.435,0.513,186.043,audio_features,2TJXks21BnR9sXq3qtsdNJ,spotify:track:2TJXks21BnR9sXq3qtsdNJ,https://api.spotify.com/v1/tracks/2TJXks21BnR9sXq3qtsdNJ,https://api.spotify.com/v1/audio-analysis/2TJXks21BnR9sXq3qtsdNJ,171999,4
0.476,0.555,9,-6.551,1,0.0404,0.624,3.98e-05,0.126,0.426,131.497,audio_features,3PhbzvTllkq1rkULafc6ns,spotify:track:3PhbzvTllkq1rkULafc6ns,https://api.spotify.com/v1/tracks/3PhbzvTllkq1rkULafc6ns,https://api.spotify.com/v1/audio-analysis/3PhbzvTllkq1rkULafc6ns,217720,3
0.667,0.876,11,-4.226,1,0.0546,0.0338,0.0,0.949,0.517,121.985,audio_features,65e2GJGrHOdsnMzMKzWdzh,spotify:track:65e2GJGrHOdsnMzMKzWdzh,https://api.spotify.com/v1/tracks/65e2GJGrHOdsnMzMKzWdzh,https://api.spotify.com/v1/audio-analysis/65e2GJGrHOdsnMzMKzWdzh,163264,4
0.728,0.69,8,-4.344,0,0.0524,0.0164,0.0,0.104,0.415,94.028,audio_features,1YNQscOx6OqBQjxgJVhEeW,spotify:track:1YNQscOx6OqBQjxgJVhEeW,https://api.spotify.com/v1/tracks/1YNQscOx6OqBQjxgJVhEeW,https://api.spotify.com/v1/audio-analysis/1YNQscOx6OqBQjxgJVhEeW,221153,4
0.365,0.692,3,-4.586,0,0.0671,0.192,1.51e-06,0.0862,0.372,89.998,audio_features,7boPPE857KEqCIHNwFkDop,spotify:track:7boPPE857KEqCIHNwFkDop,https://api.spotify.com/v1/tracks/7boPPE857KEqCIHNwFkDop,https://api.spotify.com/v1/audio-analysis/7boPPE857KEqCIHNwFkDop,203400,4
0.775,0.613,3,-4.586,0,0.0542,0.109,2.33e-05,0.134,0.797,100.066,audio_features,5cF0dROlMOK5uNZtivgu50,spotify:track:5cF0dROlMOK5uNZtivgu50,https://api.spotify.com/v1/tracks/5cF0dROlMOK5uNZtivgu50,https://api.spotify.com/v1/audio-analysis/5cF0dROlMOK5uNZtivgu50,208787,4
0.6,0.673,9,-6.069,1,0.0654,0.486,0.0,0.125,0.707,119.328,audio_features,1T98vYODVa5R84kbBGzQjl,spotify:track:1T98vYODVa5R84kbBGzQjl,https://api.spotify.com/v1/tracks/1T98vYODVa5R84kbBGzQjl,https://api.spotify.com/v1/audio-analysis/1T98vYODVa5R84kbBGzQjl,164154,4
0.758,0.925,0,-3.495,1,0.0548,0.496,0.0,0.379,0.775,142.008,audio_features,3UxbT06Mz8aTJbHYYIxwkI,spotify:track:3UxbT06Mz8aTJbHYYIxwkI,https://api.spotify.com/v1/tracks/3UxbT06Mz8aTJbHYYIxwkI,https://api.spotify.com/v1/audio-analysis/3UxbT06Mz8aTJbHYYIxwkI,185781,4
0.566,0.877,8,-3.897,0,0.0789,0.352,0.0,0.46,0.769,130.042,audio_features,6Tl1uGXGkbwsgMJM3uY3cu,spotify:track:6Tl1uGXGkbwsgMJM3uY3cu,https://api.spotify.com/v1/tracks/6Tl1uGXGkbwsgMJM3uY3cu,https://api.spotify.com/v1/audio-analysis/6Tl1uGXGkbwsgMJM3uY3cu,149136,4
0.35,0.706,1,-4.132,1,0.0328,0.544,0.0,0.0902,0.297,90.408,audio_features,7A4O4g0PiUEcn0LCdblnqK,spotify:track:7A4O4g0PiUEcn0LCdblnqK,https://api.spotify.com/v1/tracks/7A4O4g0PiUEcn0LCdblnqK,https://api.spotify.com/v1/audio-analysis/7A4O4g0PiUEcn0LCdblnqK,186024,4
0.39,0.631,9,-4.701,0,0.0769,0.209,0.0,0.277,0.197,123.042,audio_features,25qfFpoGhk9Njgu5nl36sS,spotify:track:25qfFpoGhk9Njgu5nl36sS,https://api.spotify.com/v1/tracks/25qfFpoGhk9Njgu5nl36sS,https://api.spotify.com/v1/audio-analysis/25qfFpoGhk9Njgu5nl36sS,248544,3
0.673,0.793,7,-4.004,1,0.0347,0.4,0.0,0.773,0.585,98.976,audio_features,2lPvU1pPnrhhpgLG2bvEbj,spotify:track:2lPvU1pPnrhhpgLG2bvEbj,https://api.spotify.com/v1/tracks/2lPvU1pPnrhhpgLG2bvEbj,https://api.spotify.com/v1/audio-analysis/2lPvU1pPnrhhpgLG2bvEbj,201526,4
0.694,0.869,3,-5.26,0,0.0857,0.611,0.0,0.535,0.786,121.996,audio_features,1IJH7QjV5V99eJBtKXqGXE,spotify:track:1IJH7QjV5V99eJBtKXqGXE,https://api.spotify.com/v1/tracks/1IJH7QjV5V99eJBtKXqGXE,https://api.spotify.com/v1/audio-analysis/1IJH7QjV5V99eJBtKXqGXE,234961,4
0.557,0.719,2,-4.515,0,0.0372,0.00267,0.0,0.306,0.344,77.501,audio_features,3aW0ds4A4tSQDIp75FqWTo,spotify:track:3aW0ds4A4tSQDIp75FqWTo,https://api.spotify.com/v1/tracks/3aW0ds4A4tSQDIp75FqWTo,https://api.spotify.com/v1/audio-analysis/3aW0ds4A4tSQDIp75FqWTo,242334,4
0.831,0.713,1,-3.646,0,0.094,0.181,0.0,0.0572,0.69,132.109,audio_features,6XlSyYFTU1nodeWwwzVgTV,spotify:track:6XlSyYFTU1nodeWwwzVgTV,https://api.spotify.com/v1/tracks/6XlSyYFTU1nodeWwwzVgTV,https://api.spotify.com/v1/audio-analysis/6XlSyYFTU1nodeWwwzVgTV,202853,4
0.58,0.871,4,-4.052,1,0.209,0.59,0.0,0.564,0.911,117.622,audio_features,1fyhyOy6iS9E2NckAzjmTo,spotify:track:1fyhyOy6iS9E2NckAzjmTo,https://api.spotify.com/v1/tracks/1fyhyOy6iS9E2NckAzjmTo,https://api.spotify.com/v1/audio-analysis/1fyhyOy6iS9E2NckAzjmTo,153934,4
0.349,0.912,8,-3.12,1,0.208,0.422,0.0,0.711,0.816,189.074,audio_features,3r9yRbPvDIt33pDZ0w3m6W,spotify:track:3r9yRbPvDIt33pDZ0w3m6W,https://api.spotify.com/v1/tracks/3r9yRbPvDIt33pDZ0w3m6W,https://api.spotify.com/v1/audio-analysis/3r9yRbPvDIt33pDZ0w3m6W,136978,4
0.584,0.75,4,-4.495,0,0.0444,0.314,0.0,0.519,0.548,123.518,audio_features,202ZvROo781eRsyW3Pl9UN,spotify:track:202ZvROo781eRsyW3Pl9UN,https://api.spotify.com/v1/tracks/202ZvROo781eRsyW3Pl9UN,https://api.spotify.com/v1/audio-analysis/202ZvROo781eRsyW3Pl9UN,171829,4
0.605,0.822,5,-4.065,0,0.0628,0.588,0.0,0.668,0.634,119.9,audio_features,6X9uEsfCfmKYlArji6SASW,spotify:track:6X9uEsfCfmKYlArji6SASW,https://api.spotify.com/v1/tracks/6X9uEsfCfmKYlArji6SASW,https://api.spotify.com/v1/audio-analysis/6X9uEsfCfmKYlArji6SASW,170724,3
0.605,0.796,1,-5.195,1,0.164,0.735,0.0,0.842,0.51,126.099,audio_features,3HEb6Y5dv8PgD6JgsIQNac,spotify:track:3HEb6Y5dv8PgD6JgsIQNac,https://api.spotify.com/v1/tracks/3HEb6Y5dv8PgD6JgsIQNac,https://api.spotify.com/v1/audio-analysis/3HEb6Y5dv8PgD6JgsIQNac,199363,4
0.55,0.922,9,-3.216,1,0.0596,0.105,3.99e-06,0.917,0.355,124.937,audio_features,2Poy2xcZB1GflKqpxwFMRu,spotify:track:2Poy2xcZB1GflKqpxwFMRu,https://api.spotify.com/v1/tracks/2Poy2xcZB1GflKqpxwFMRu,https://api.spotify.com/v1/audio-analysis/2Poy2xcZB1GflKqpxwFMRu,257325,4
0.641,0.827,1,-4.768,1,0.0618,0.663,0.0,0.662,0.634,140.015,audio_features,3Cq4m5Pxoq03ojlrrhD188,spotify:track:3Cq4m5Pxoq03ojlrrhD188,https://api.spotify.com/v1/tracks/3Cq4m5Pxoq03ojlrrhD188,https://api.spotify.com/v1/audio-analysis/3Cq4m5Pxoq03ojlrrhD188,159967,4
0.351,0.843,11,-3.698,0,0.198,0.609,0.0,0.892,0.626,157.899,audio_features,4yrAsYnGZ0d6cI9nFUIKsQ,spotify:track:4yrAsYnGZ0d6cI9nFUIKsQ,https://api.spotify.com/v1/tracks/4yrAsYnGZ0d6cI9nFUIKsQ,https://api.spotify.com/v1/audio-analysis/4yrAsYnGZ0d6cI9nFUIKsQ,167449,4
0.602,0.82,11,-3.659,1,0.0521,0.556,0.0,0.909,0.703,131.922,audio_features,4uUoH2xKewbukFqGRGfKXs,spotify:track:4uUoH2xKewbukFqGRGfKXs,https://api.spotify.com/v1/tracks/4uUoH2xKewbukFqGRGfKXs,https://api.spotify.com/v1/audio-analysis/4uUoH2xKewbukFqGRGfKXs,151090,4
0.6,0.683,6,-6.271,1,0.0493,0.0984,1.26e-06,0.11,0.494,102.036,audio_features,514rhnksEwHUh6LxXsQ4Y9,spotify:track:514rhnksEwHUh6LxXsQ4Y9,https://api.spotify.com/v1/tracks/514rhnksEwHUh6LxXsQ4Y9,https://api.spotify.com/v1/audio-analysis/514rhnksEwHUh6LxXsQ4Y9,210240,4
0.682,0.904,11,-3.679,1,0.0779,0.53,0.0,0.206,0.775,132.89,audio_features,2p8yzBihO2pDFXGPHS3Okh,spotify:track:2p8yzBihO2pDFXGPHS3Okh,https://api.spotify.com/v1/tracks/2p8yzBihO2pDFXGPHS3Okh,https://api.spotify.com/v1/audio-analysis/2p8yzBihO2pDFXGPHS3Okh,189669,4
0.398,0.838,8,-4.734,0,0.13,0.778,0.0,0.189,0.206,156.008,audio_features,2qkNnJvQvhLiZ63X1L3eFz,spotify:track:2qkNnJvQvhLiZ63X1L3eFz,https://api.spotify.com/v1/tracks/2qkNnJvQvhLiZ63X1L3eFz,https://api.spotify.com/v1/audio-analysis/2qkNnJvQvhLiZ63X1L3eFz,182341,3
0.679,0.85,3,-3.792,1,0.136,0.76,0.0,0.828,0.608,114.058,audio_features,2PJfsqmg6jMBdMtRWwUZ1B,spotify:track:2PJfsqmg6jMBdMtRWwUZ1B,https://api.spotify.com/v1/tracks/2PJfsqmg6jMBdMtRWwUZ1B,https://api.spotify.com/v1/audio-analysis/2PJfsqmg6jMBdMtRWwUZ1B,157223,4
0.737,0.636,11,-4.546,0,0.0437,0.0441,6.66e-05,0.35,0.565,105.005,audio_features,6kPJZM97LwdG9QIsT7khp6,spotify:track:6kPJZM97LwdG9QIsT7khp6,https://api.spotify.com/v1/tracks/6kPJZM97LwdG9QIsT7khp6,https://api.spotify.com/v1/audio-analysis/6kPJZM97LwdG9QIsT7khp6,222653,4
0.57,0.422,1,-7.561,0,0.0422,0.372,0.0,0.127,0.169,113.007,audio_features,48XfojJC87VKLlUotYV0Gm,spotify:track:48XfojJC87VKLlUotYV0Gm,https://api.spotify.com/v1/tracks/48XfojJC87VKLlUotYV0Gm,https://api.spotify.com/v1/audio-analysis/48XfojJC87VKLlUotYV0Gm,242293,4
0.509,0.808,11,-3.812,1,0.0545,0.653,0.0,0.911,0.647,127.755,audio_features,59tJVlaTd7lIpnzJcw1ToX,spotify:track:59tJVlaTd7lIpnzJcw1ToX,https://api.spotify.com/v1/tracks/59tJVlaTd7lIpnzJcw1ToX,https://api.spotify.com/v1/audio-analysis/59tJVlaTd7lIpnzJcw1ToX,147049,4
0.437,0.87,0,-4.111,1,0.0602,0.363,0.00558,0.719,0.196,138.896,audio_features,5AfCNlkpIbdnd03xKLJndb,spotify:track:5AfCNlkpIbdnd03xKLJndb,https://api.spotify.com/v1/tracks/5AfCNlkpIbdnd03xKLJndb,https://api.spotify.com/v1/audio-analysis/5AfCNlkpIbdnd03xKLJndb,217218,4
0.769,0.817,0,-4.092,0,0.0339,0.0268,9.95e-05,0.084,0.866,139.979,audio_features,1trFxVLL8WKhYap543e74l,spotify:track:1trFxVLL8WKhYap543e74l,https://api.spotify.com/v1/tracks/1trFxVLL8WKhYap543e74l,https://api.spotify.com/v1/audio-analysis/1trFxVLL8WKhYap543e74l,218615,4
0.664,0.688,11,-6.466,0,0.0543,0.153,9.14e-05,0.173,0.65,106.022,audio_features,38td8VabuKlQt72Q2VnhbO,spotify:track:38td8VabuKlQt72Q2VnhbO,https://api.spotify.com/v1/tracks/38td8VabuKlQt72Q2VnhbO,https://api.spotify.com/v1/audio-analysis/38td8VabuKlQt72Q2VnhbO,230063,4
0.519,0.828,5,-5.523,1,0.365,0.214,0.0,0.0571,0.929,139.413,audio_features,01dmH2IPkrLNWIMPNXlreE,spotify:track:01dmH2IPkrLNWIMPNXlreE,https://api.spotify.com/v1/tracks/01dmH2IPkrLNWIMPNXlreE,https://api.spotify.com/v1/audio-analysis/01dmH2IPkrLNWIMPNXlreE,211224,4
0.725,0.678,2,-5.268,1,0.0298,0.188,0.0,0.425,0.604,126.916,audio_features,07PHNpknqZFw6N3GzNQWB8,spotify:track:07PHNpknqZFw6N3GzNQWB8,https://api.spotify.com/v1/tracks/07PHNpknqZFw6N3GzNQWB8,https://api.spotify.com/v1/audio-analysis/07PHNpknqZFw6N3GzNQWB8,162392,4
0.636,0.876,9,-4.652,1,0.0617,0.0487,0.0,0.0728,0.759,149.932,audio_features,645YBsxhFPSOKxGep3uHLv,spotify:track:645YBsxhFPSOKxGep3uHLv,https://api.spotify.com/v1/tracks/645YBsxhFPSOKxGep3uHLv,https://api.spotify.com/v1/audio-analysis/645YBsxhFPSOKxGep3uHLv,221529,4
0.541,0.661,1,-5.838,1,0.0889,0.103,0.0,0.0779,0.285,149.926,audio_features,22ryCgQttpV7oCrn7llGRu,spotify:track:22ryCgQttpV7oCrn7llGRu,https://api.spotify.com/v1/tracks/22ryCgQttpV7oCrn7llGRu,https://api.spotify.com/v1/audio-analysis/22ryCgQttpV7oCrn7llGRu,275696,4
0.813,0.875,1,-2.92,0,0.0918,0.0237,0.0,0.288,0.756,99.004,audio_features,4lRwa7PKcGIuJMwtPIYKdy,spotify:track:4lRwa7PKcGIuJMwtPIYKdy,https://api.spotify.com/v1/tracks/4lRwa7PKcGIuJMwtPIYKdy,https://api.spotify.com/v1/audio-analysis/4lRwa7PKcGIuJMwtPIYKdy,232966,4
0.776,0.827,1,-3.162,0,0.0448,0.228,0.0,0.0704,0.896,153.872,audio_features,1n36knZX4bQ6FvcNEISVe9,spotify:track:1n36knZX4bQ6FvcNEISVe9,https://api.spotify.com/v1/tracks/1n36knZX4bQ6FvcNEISVe9,https://api.spotify.com/v1/audio-analysis/1n36knZX4bQ6FvcNEISVe9,176945,4
0.673,0.841,4,-4.968,1,0.0591,0.599,0.0,0.723,0.663,162.961,audio_features,2PADJK4rhdklqFLQFa5oMX,spotify:track:2PADJK4rhdklqFLQFa5oMX,https://api.spotify.com/v1/tracks/2PADJK4rhdklqFLQFa5oMX,https://api.spotify.com/v1/audio-analysis/2PADJK4rhdklqFLQFa5oMX,210387,4
0.839,0.625,0,-6.761,1,0.0769,0.0415,0.0,0.125,0.748,121.982,audio_features,3ltYJpvukgAb9hLpCLoDOm,spotify:track:3ltYJpvukgAb9hLpCLoDOm,https://api.spotify.com/v1/tracks/3ltYJpvukgAb9hLpCLoDOm,https://api.spotify.com/v1/audio-analysis/3ltYJpvukgAb9hLpCLoDOm,164187,4
0.578,0.58,2,-6.695,1,0.0414,0.831,0.0,0.101,0.348,141.925,audio_features,7B826fTyDa3DkjnKpOgXFo,spotify:track:7B826fTyDa3DkjnKpOgXFo,https://api.spotify.com/v1/tracks/7B826fTyDa3DkjnKpOgXFo,https://api.spotify.com/v1/audio-analysis/7B826fTyDa3DkjnKpOgXFo,240048,4
0.705,0.433,3,-7.441,1,0.321,0.182,0.0,0.0563,0.818,133.969,audio_features,3iVgWdqre5cpMhXMpzw8qi,spotify:track:3iVgWdqre5cpMhXMpzw8qi,https://api.spotify.com/v1/tracks/3iVgWdqre5cpMhXMpzw8qi,https://api.spotify.com/v1/audio-analysis/3iVgWdqre5cpMhXMpzw8qi,162985,4
0.351,0.296,4,-10.109,0,0.0333,0.934,0.0,0.095,0.12,115.284,audio_features,0u2P5u6lvoDfwTYjAADbn4,spotify:track:0u2P5u6lvoDfwTYjAADbn4,https://api.spotify.com/v1/tracks/0u2P5u6lvoDfwTYjAADbn4,https://api.spotify.com/v1/audio-analysis/0u2P5u6lvoDfwTYjAADbn4,200186,4
0.841,0.622,0,-6.763,1,0.0756,0.041,0.0,0.126,0.738,121.988,audio_features,0Dq49j3dELbttQVUJbtn0c,spotify:track:0Dq49j3dELbttQVUJbtn0c,https://api.spotify.com/v1/tracks/0Dq49j3dELbttQVUJbtn0c,https://api.spotify.com/v1/audio-analysis/0Dq49j3dELbttQVUJbtn0c,164147,4
0.622,0.709,5,-7.32,1,0.0669,0.0582,0.0,0.126,0.488,140.018,audio_features,21YnmkSDhUkmkkni22Svc4,spotify:track:21YnmkSDhUkmkkni22Svc4,https://api.spotify.com/v1/tracks/21YnmkSDhUkmkkni22Svc4,https://api.spotify.com/v1/audio-analysis/21YnmkSDhUkmkkni22Svc4,211360,4
0.518,0.596,6,-6.653,0,0.124,0.569,0.0,0.133,0.326,100.28,audio_features,5SwEgzUFDHwpWHKrbnP32Z,spotify:track:5SwEgzUFDHwpWHKrbnP32Z,https://api.spotify.com/v1/tracks/5SwEgzUFDHwpWHKrbnP32Z,https://api.spotify.com/v1/audio-analysis/5SwEgzUFDHwpWHKrbnP32Z,190867,4
0.709,0.516,7,-7.468,1,0.0615,0.557,0.0,0.0992,0.465,87.992,audio_features,51wrmElSLxFzc0vSQPeTxs,spotify:track:51wrmElSLxFzc0vSQPeTxs,https://api.spotify.com/v1/tracks/51wrmElSLxFzc0vSQPeTxs,https://api.spotify.com/v1/audio-analysis/51wrmElSLxFzc0vSQPeTxs,200600,4
0.853,0.477,8,-6.697,1,0.0362,0.401,0.0,0.111,0.8,92.03,audio_features,5I8oEqbk2ZBmQfXCrZbUFb,spotify:track:5I8oEqbk2ZBmQfXCrZbUFb,https://api.spotify.com/v1/tracks/5I8oEqbk2ZBmQfXCrZbUFb,https://api.spotify.com/v1/audio-analysis/5I8oEqbk2ZBmQfXCrZbUFb,235747,4
0.736,0.738,0,-6.782,0,0.358,0.261,0.0,0.107,0.404,105.008,audio_features,6WBTeFDEfAJbaSUUc1V1xQ,spotify:track:6WBTeFDEfAJbaSUUc1V1xQ,https://api.spotify.com/v1/tracks/6WBTeFDEfAJbaSUUc1V1xQ,https://api.spotify.com/v1/audio-analysis/6WBTeFDEfAJbaSUUc1V1xQ,201200,4
0.736,0.45,2,-9.406,1,0.228,0.809,0.0,0.108,0.663,153.888,audio_features,5QskYLFPX9y7pLU0VEMNbr,spotify:track:5QskYLFPX9y7pLU0VEMNbr,https://api.spotify.com/v1/tracks/5QskYLFPX9y7pLU0VEMNbr,https://api.spotify.com/v1/audio-analysis/5QskYLFPX9y7pLU0VEMNbr,159400,4
0.868,0.154,3,-12.973,1,0.0724,0.907,0.00151,0.122,0.807,120.037,audio_features,0trB3R0YBk3vGrGm5YSUTv,spotify:track:0trB3R0YBk3vGrGm5YSUTv,https://api.spotify.com/v1/tracks/0trB3R0YBk3vGrGm5YSUTv,https://api.spotify.com/v1/audio-analysis/0trB3R0YBk3vGrGm5YSUTv,167250,4
0.967,0.352,9,-7.122,1,0.122,0.0378,0.000121,0.0676,0.612,111.982,audio_features,1mmAqhLcvPrknbslMiDlyU,spotify:track:1mmAqhLcvPrknbslMiDlyU,https://api.spotify.com/v1/tracks/1mmAqhLcvPrknbslMiDlyU,https://api.spotify.com/v1/audio-analysis/1mmAqhLcvPrknbslMiDlyU,175573,4
0.693,0.416,0,-9.231,0,0.0494,0.649,1.62e-06,0.0631,0.235,127.027,audio_features,1KXFoiT2n4QXRsFvhWNI4I,spotify:track:1KXFoiT2n4QXRsFvhWNI4I,https://api.spotify.com/v1/tracks/1KXFoiT2n4QXRsFvhWNI4I,https://api.spotify.com/v1/audio-analysis/1KXFoiT2n4QXRsFvhWNI4I,238173,4
0.735,0.819,0,-4.809,1,0.124,0.379,0.0,0.0423,0.616,90.039,audio_features,74RrMiuSOzAHZEqLlC0BHz,spotify:track:74RrMiuSOzAHZEqLlC0BHz,https://api.spotify.com/v1/tracks/74RrMiuSOzAHZEqLlC0BHz,https://api.spotify.com/v1/audio-analysis/74RrMiuSOzAHZEqLlC0BHz,186667,4
0.879,0.338,7,-9.753,1,0.106,0.32,0.0,0.312,0.69,102.1,audio_features,7hlhojpax9zg2FNdBLY5ox,spotify:track:7hlhojpax9zg2FNdBLY5ox,https://api.spotify.com/v1/tracks/7hlhojpax9zg2FNdBLY5ox,https://api.spotify.com/v1/audio-analysis/7hlhojpax9zg2FNdBLY5ox,142480,4
0.917,0.474,11,-6.694,0,0.156,0.259,0.0,0.133,0.801,115.053,audio_features,0rrfXLr1p1yxsUy7LrKoYT,spotify:track:0rrfXLr1p1yxsUy7LrKoYT,https://api.spotify.com/v1/tracks/0rrfXLr1p1yxsUy7LrKoYT,https://api.spotify.com/v1/audio-analysis/0rrfXLr1p1yxsUy7LrKoYT,148360,4
0.877,0.688,1,-7.254,1,0.11,0.193,0.0,0.0872,0.921,131.022,audio_features,17FyWGvqby379Q92sn23jW,spotify:track:17FyWGvqby379Q92sn23jW,https://api.spotify.com/v1/tracks/17FyWGvqby379Q92sn23jW,https://api.spotify.com/v1/audio-analysis/17FyWGvqby379Q92sn23jW,204693,4
0.465,0.311,2,-11.748,0,0.0352,0.875,0.0,0.0986,0.311,93.373,audio_features,0UTHr20nqVFMoji8xYE9yl,spotify:track:0UTHr20nqVFMoji8xYE9yl,https://api.spotify.com/v1/tracks/0UTHr20nqVFMoji8xYE9yl,https://api.spotify.com/v1/audio-analysis/0UTHr20nqVFMoji8xYE9yl,212773,4
0.49,0.473,5,-8.887,1,0.129,0.792,0.0,0.113,0.603,171.535,audio_features,03vyB3AHCuEGfhh7wPc7Yf,spotify:track:03vyB3AHCuEGfhh7wPc7Yf,https://api.spotify.com/v1/tracks/03vyB3AHCuEGfhh7wPc7Yf,https://api.spotify.com/v1/audio-analysis/03vyB3AHCuEGfhh7wPc7Yf,169587,4
0.641,0.837,4,-3.356,1,0.368,0.0481,0.0,0.0897,0.523,211.974,audio_features,7FnHUsFRTMg8VYteFKj3xL,spotify:track:7FnHUsFRTMg8VYteFKj3xL,https://api.spotify.com/v1/tracks/7FnHUsFRTMg8VYteFKj3xL,https://api.spotify.com/v1/audio-analysis/7FnHUsFRTMg8VYteFKj3xL,189653,4
0.769,0.759,6,-4.393,0,0.051,0.0545,0.000628,0.101,0.68,105.993,audio_features,3Nkqp3NSGWMXVVO08zGpN7,spotify:track:3Nkqp3NSGWMXVVO08zGpN7,https://api.spotify.com/v1/tracks/3Nkqp3NSGWMXVVO08zGpN7,https://api.spotify.com/v1/audio-analysis/3Nkqp3NSGWMXVVO08zGpN7,202347,4
0.582,0.944,2,-0.928,0,0.185,0.00573,1.27e-06,0.547,0.8,143.97,audio_features,4DnHUy01jEA4b5ydC3HgsT,spotify:track:4DnHUy01jEA4b5ydC3HgsT,https://api.spotify.com/v1/tracks/4DnHUy01jEA4b5ydC3HgsT,https://api.spotify.com/v1/audio-analysis/4DnHUy01jEA4b5ydC3HgsT,207977,4
0.61,0.378,2,-5.451,1,0.0342,0.817,0.0,0.103,0.469,137.546,audio_features,1aYI1bfSzo2M1LjFwZrXLY,spotify:track:1aYI1bfSzo2M1LjFwZrXLY,https://api.spotify.com/v1/tracks/1aYI1bfSzo2M1LjFwZrXLY,https://api.spotify.com/v1/audio-analysis/1aYI1bfSzo2M1LjFwZrXLY,202870,4
0.706,0.569,5,-7.979,1,0.0368,0.501,2.59e-05,0.095,0.54,154.007,audio_features,5LTGmestwpHZ1BfCmpFQJx,spotify:track:5LTGmestwpHZ1BfCmpFQJx,https://api.spotify.com/v1/tracks/5LTGmestwpHZ1BfCmpFQJx,https://api.spotify.com/v1/audio-analysis/5LTGmestwpHZ1BfCmpFQJx,203511,4
0.578,0.799,8,-3.546,1,0.0852,0.624,0.0,0.0968,0.811,148.015,audio_features,74WRvctrWHL2kMeTc20VLI,spotify:track:74WRvctrWHL2kMeTc20VLI,https://api.spotify.com/v1/tracks/74WRvctrWHL2kMeTc20VLI,https://api.spotify.com/v1/audio-analysis/74WRvctrWHL2kMeTc20VLI,190367,4
0.96,0.581,1,0.017,1,0.201,0.4,0.000976,0.0829,0.721,129.955,audio_features,3QXpfdWM9Od5xujjwHaJOu,spotify:track:3QXpfdWM9Od5xujjwHaJOu,https://api.spotify.com/v1/tracks/3QXpfdWM9Od5xujjwHaJOu,https://api.spotify.com/v1/audio-analysis/3QXpfdWM9Od5xujjwHaJOu,199032,4
0.548,0.704,11,-4.838,0,0.0777,0.0168,2.25e-05,0.143,0.288,104.666,audio_features,7COfe3P7KgfwDwIRB8LIDw,spotify:track:7COfe3P7KgfwDwIRB8LIDw,https://api.spotify.com/v1/tracks/7COfe3P7KgfwDwIRB8LIDw,https://api.spotify.com/v1/audio-analysis/7COfe3P7KgfwDwIRB8LIDw,185040,4
0.828,0.689,7,-7.878,1,0.0326,0.325,0.0384,0.0808,0.853,123.931,audio_features,3bH4HzoZZFq8UpZmI2AMgV,spotify:track:3bH4HzoZZFq8UpZmI2AMgV,https://api.spotify.com/v1/tracks/3bH4HzoZZFq8UpZmI2AMgV,https://api.spotify.com/v1/audio-analysis/3bH4HzoZZFq8UpZmI2AMgV,216015,4
0.631,0.91,5,-5.916,1,0.151,0.383,0.0,0.86,0.669,160.027,audio_features,2UmKWMYAqRlAYfDum7qryt,spotify:track:2UmKWMYAqRlAYfDum7qryt,https://api.spotify.com/v1/tracks/2UmKWMYAqRlAYfDum7qryt,https://api.spotify.com/v1/audio-analysis/2UmKWMYAqRlAYfDum7qryt,178373,4
0.851,0.541,0,-6.825,1,0.0505,0.568,0.0,0.13,0.448,124.959,audio_features,6FRLCMO5TUHTexlWo8ym1W,spotify:track:6FRLCMO5TUHTexlWo8ym1W,https://api.spotify.com/v1/tracks/6FRLCMO5TUHTexlWo8ym1W,https://api.spotify.com/v1/audio-analysis/6FRLCMO5TUHTexlWo8ym1W,235545,4
0.732,0.83,10,-3.648,0,0.0551,0.129,0.0,0.0572,0.964,150.016,audio_features,6bdgrc47M89fQgpFfyO5Og,spotify:track:6bdgrc47M89fQgpFfyO5Og,https://api.spotify.com/v1/tracks/6bdgrc47M89fQgpFfyO5Og,https://api.spotify.com/v1/audio-analysis/6bdgrc47M89fQgpFfyO5Og,148800,4
0.72,0.771,2,-5.319,1,0.135,0.433,0.0,0.184,0.661,98.105,audio_features,2wH392WXxHk9trC70m0wOV,spotify:track:2wH392WXxHk9trC70m0wOV,https://api.spotify.com/v1/tracks/2wH392WXxHk9trC70m0wOV,https://api.spotify.com/v1/audio-analysis/2wH392WXxHk9trC70m0wOV,159160,4
