danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0.648,0.795,0,-5.536,0,0.17,0.0748,0.0,0.38,0.598,180.043,audio_features,2qD7VoDYcrAPY0cVEfpsR5,spotify:track:2qD7VoDYcrAPY0cVEfpsR5,https://api.spotify.com/v1/tracks/2qD7VoDYcrAPY0cVEfpsR5,https://api.spotify.com/v1/audio-analysis/2qD7VoDYcrAPY0cVEfpsR5,194771,4
0.668,0.892,5,-3.001,0,0.0645,0.298,0.0,0.735,0.478,95.927,audio_features,07Oz5StQ7GRoygNLaXs2pd,spotify:track:07Oz5StQ7GRoygNLaXs2pd,https://api.spotify.com/v1/tracks/07Oz5StQ7GRoygNLaXs2pd,https://api.spotify.com/v1/audio-analysis/07Oz5StQ7GRoygNLaXs2pd,159011,4
0.619,0.459,7,-5.782,0,0.0334,0.56,0.0,0.137,0.498,126.803,audio_features,1iQDltZqI7BXnHrFy4Qo1k,spotify:track:1iQDltZqI7BXnHrFy4Qo1k,https://api.spotify.com/v1/tracks/1iQDltZqI7BXnHrFy4Qo1k,https://api.spotify.com/v1/audio-analysis/1iQDltZqI7BXnHrFy4Qo1k,184280,4
0.737,0.819,11,-5.056,0,0.0446,0.0726,0.0,0.36,0.904,139.988,audio_features,29caulxU0jxucdVIyhSJTc,spotify:track:29caulxU0jxucdVIyhSJTc,https://api.spotify.com/v1/tracks/29caulxU0jxucdVIyhSJTc,https://api.spotify.com/v1/audio-analysis/29caulxU0jxucdVIyhSJTc,157929,4
0.794,0.793,11,-4.521,0,0.0842,0.0125,0.0,0.0952,0.677,123.941,audio_features,6WrI0LAC5M1Rw2MnX2ZvEg,spotify:track:6WrI0LAC5M1Rw2MnX2ZvEg,https://api.spotify.com/v1/tracks/6WrI0LAC5M1Rw2MnX2ZvEg,https://api.spotify.com/v1/audio-analysis/6WrI0LAC5M1Rw2MnX2ZvEg,183290,4
0.733,0.662,10,-6.705,0,0.242,0.0691,2.05e-05,0.0902,0.382,175.853,audio_features,3pDmxI5F2cNRcTxOd89TjV,spotify:track:3pDmxI5F2cNRcTxOd89TjV,https://api.spotify.com/v1/tracks/3pDmxI5F2cNRcTxOd89TjV,https://api.spotify.com/v1/audio-analysis/3pDmxI5F2cNRcTxOd89TjV,133373,4
0.806,0.933,2,-1.152,1,0.0376,0.409,0.0,0.871,0.916,126.957,audio_features,6ZWkf3FDQQmyeel23ECpIP,spotify:track:6ZWkf3FDQQmyeel23ECpIP,https://api.spotify.com/v1/tracks/6ZWkf3FDQQmyeel23ECpIP,https://api.spotify.com/v1/audio-analysis/6ZWkf3FDQQmyeel23ECpIP,215767,4
0.727,0.583,7,-7.385,0,0.0718,0.065,0.0,0.106,0.629,147.983,audio_features,7vJS1DPc3FzBtqBs8n3mW5,spotify:track:7vJS1DPc3FzBtqBs8n3mW5,https://api.spotify.com/v1/tracks/7vJS1DPc3FzBtqBs8n3mW5,https://api.spotify.com/v1/audio-analysis/7vJS1DPc3FzBtqBs8n3mW5,171840,4
0.809,0.877,1,-2.973,0,0.0438,0.264,0.0,0.3,0.819,126.977,audio_features,10uczVS4TvP9WkPrQRANBx,spotify:track:10uczVS4TvP9WkPrQRANBx,https://api.spotify.com/v1/tracks/10uczVS4TvP9WkPrQRANBx,https://api.spotify.com/v1/audio-analysis/10uczVS4TvP9WkPrQRANBx,189866,4
0.714,0.712,11,-4.403,1,0.0545,0.621,0.0,0.127,0.789,123.804,audio_features,3J5Pu25BODMex4Jpy4l6FL,spotify:track:3J5Pu25BODMex4Jpy4l6FL,https://api.spotify.com/v1/tracks/3J5Pu25BODMex4Jpy4l6FL,https://api.spotify.com/v1/audio-analysis/3J5Pu25BODMex4Jpy4l6FL,174863,4
0.871,0.832,2,-1.932,1,0.0523,0.495,1.16e-06,0.243,0.917,123.975,audio_features,7tcdlstpbIqvBBztPHqiZp,spotify:track:7tcdlstpbIqvBBztPHqiZp,https://api.spotify.com/v1/tracks/7tcdlstpbIqvBBztPHqiZp,https://api.spotify.com/v1/audio-analysis/7tcdlstpbIqvBBztPHqiZp,171942,4
0.679,0.767,2,-5.058,0,0.133,0.69,0.0,0.805,0.603,112.901,audio_features,48CAeajgzcGJaVUSsXd7h0,spotify:track:48CAeajgzcGJaVUSsXd7h0,https://api.spotify.com/v1/tracks/48CAeajgzcGJaVUSsXd7h0,https://api.spotify.com/v1/audio-analysis/48CAeajgzcGJaVUSsXd7h0,161397,4
0.721,0.716,10,-7.037,0,0.0657,0.0334,0.00084,0.237,0.667,104.994,audio_features,6cy3ki60hLwimwIje7tALf,spotify:track:6cy3ki60hLwimwIje7tALf,https://api.spotify.com/v1/tracks/6cy3ki60hLwimwIje7tALf,https://api.spotify.com/v1/audio-analysis/6cy3ki60hLwimwIje7tALf,221714,4
0.576,0.524,6,-5.428,1,0.24,0.89,0.0,0.108,0.715,99.387,audio_features,7qLnSuxwLNlcapat8OCWZp,spotify:track:7qLnSuxwLNlcapat8OCWZp,https://api.spotify.com/v1/tracks/7qLnSuxwLNlcapat8OCWZp,https://api.spotify.com/v1/audio-analysis/7qLnSuxwLNlcapat8OCWZp,212433,3
0.598,0.526,10,-8.659,0,0.0415,0.129,0.0,0.14,0.529,123.935,audio_features,7CHi4DtfK4heMlQaudCuHK,spotify:track:7CHi4DtfK4heMlQaudCuHK,https://api.spotify.com/v1/tracks/7CHi4DtfK4heMlQaudCuHK,https://api.spotify.com/v1/audio-analysis/7CHi4DtfK4heMlQaudCuHK,168387,4
0.644,0.755,1,-5.325,1,0.0448,0.00237,7.64e-06,0.0859,0.334,102.861,audio_features,6zegtH6XXd2PDPLvy1Y0n2,spotify:track:6zegtH6XXd2PDPLvy1Y0n2,https://api.spotify.com/v1/tracks/6zegtH6XXd2PDPLvy1Y0n2,https://api.spotify.com/v1/audio-analysis/6zegtH6XXd2PDPLvy1Y0n2,190067,4
0.823,0.692,6,-7.005,0,0.0863,0.123,0.0,0.0444,0.908,170.07,audio_features,5bHx1IT5vfbM067r9p0S0P,spotify:track:5bHx1IT5vfbM067r9p0S0P,https://api.spotify.com/v1/tracks/5bHx1IT5vfbM067r9p0S0P,https://api.spotify.com/v1/audio-analysis/5bHx1IT5vfbM067r9p0S0P,138182,4
0.69,0.707,11,-4.783,1,0.276,0.125,3.36e-06,0.237,0.681,103.909,audio_features,1HBrxfreCZDstJMYVzgRPM,spotify:track:1HBrxfreCZDstJMYVzgRPM,https://api.spotify.com/v1/tracks/1HBrxfreCZDstJMYVzgRPM,https://api.spotify.com/v1/audio-analysis/1HBrxfreCZDstJMYVzgRPM,127076,4
0.682,0.804,11,0.577,1,0.309,0.443,1.43e-05,0.113,0.813,132.794,audio_features,3rswBEKYvgG2lEn6JCrHmk,spotify:track:3rswBEKYvgG2lEn6JCrHmk,https://api.spotify.com/v1/tracks/3rswBEKYvgG2lEn6JCrHmk,https://api.spotify.com/v1/audio-analysis/3rswBEKYvgG2lEn6JCrHmk,213045,4
0.732,0.463,11,-6.972,0,0.0287,0.374,0.0,0.194,0.397,95.971,audio_features,5DqdesEfbRyOlSS3Tf6c29,spotify:track:5DqdesEfbRyOlSS3Tf6c29,https://api.spotify.com/v1/tracks/5DqdesEfbRyOlSS3Tf6c29,https://api.spotify.com/v1/audio-analysis/5DqdesEfbRyOlSS3Tf6c29,212607,4
0.823,0.692,6,-7.005,0,0.0863,0.123,0.0,0.0444,0.908,170.07,audio_features,5SlJmgH5SJXlRG5wvCXG9e,spotify:track:5SlJmgH5SJXlRG5wvCXG9e,https://api.spotify.com/v1/tracks/5SlJmgH5SJXlRG5wvCXG9e,https://api.spotify.com/v1/audio-analysis/5SlJmgH5SJXlRG5wvCXG9e,138182,4
0.912,0.813,1,-3.961,1,0.166,0.741,4.11e-05,0.0734,0.873,135.026,audio_features,49N07rRWNp03L2HPCogaF0,spotify:track:49N07rRWNp03L2HPCogaF0,https://api.spotify.com/v1/tracks/49N07rRWNp03L2HPCogaF0,https://api.spotify.com/v1/audio-analysis/49N07rRWNp03L2HPCogaF0,241778,4
0.828,0.702,6,-7.996,0,0.271,0.0265,2.48e-05,0.0762,0.846,150.077,audio_features,7wAQTVTggrFQ4bceY6e3GE,spotify:track:7wAQTVTggrFQ4bceY6e3GE,https://api.spotify.com/v1/tracks/7wAQTVTggrFQ4bceY6e3GE,https://api.spotify.com/v1/audio-analysis/7wAQTVTggrFQ4bceY6e3GE,129600,4
0.642,0.683,1,-5.386,1,0.262,0.0834,0.0,0.155,0.584,154.881,audio_features,5C0ivQMxes2lWuOANhvVAm,spotify:track:5C0ivQMxes2lWuOANhvVAm,https://api.spotify.com/v1/tracks/5C0ivQMxes2lWuOANhvVAm,https://api.spotify.com/v1/audio-analysis/5C0ivQMxes2lWuOANhvVAm,191720,4
0.617,0.533,7,-6.386,1,0.0395,0.47,0.0,0.114,0.589,123.959,audio_features,6GfRv9IRF7rcJLss3kEw6d,spotify:track:6GfRv9IRF7rcJLss3kEw6d,https://api.spotify.com/v1/tracks/6GfRv9IRF7rcJLss3kEw6d,https://api.spotify.com/v1/audio-analysis/6GfRv9IRF7rcJLss3kEw6d,262552,4
0.472,0.427,7,-9.693,0,0.0664,0.841,0.0,0.0839,0.692,139.532,audio_features,0nDnvGagGAQP5vpgCyS5yH,spotify:track:0nDnvGagGAQP5vpgCyS5yH,https://api.spotify.com/v1/tracks/0nDnvGagGAQP5vpgCyS5yH,https://api.spotify.com/v1/audio-analysis/0nDnvGagGAQP5vpgCyS5yH,221143,4
0.596,0.607,5,-6.682,0,0.209,0.34,0.0,0.0808,0.446,129.252,audio_features,3QpkDyuXdjxhIyLyKtyC6O,spotify:track:3QpkDyuXdjxhIyLyKtyC6O,https://api.spotify.com/v1/tracks/3QpkDyuXdjxhIyLyKtyC6O,https://api.spotify.com/v1/audio-analysis/3QpkDyuXdjxhIyLyKtyC6O,217732,5
0.814,0.665,9,-7.87,1,0.173,0.351,0.00172,0.108,0.326,126.027,audio_features,563yuGweEqRVQtjfsDVRyK,spotify:track:563yuGweEqRVQtjfsDVRyK,https://api.spotify.com/v1/tracks/563yuGweEqRVQtjfsDVRyK,https://api.spotify.com/v1/audio-analysis/563yuGweEqRVQtjfsDVRyK,265356,4
0.822,0.977,10,-1.431,0,0.0509,0.462,1.17e-06,0.0489,0.824,97.094,audio_features,4BkjISAYyQ6OMnEpzpQxgA,spotify:track:4BkjISAYyQ6OMnEpzpQxgA,https://api.spotify.com/v1/tracks/4BkjISAYyQ6OMnEpzpQxgA,https://api.spotify.com/v1/audio-analysis/4BkjISAYyQ6OMnEpzpQxgA,145979,4
0.448,0.603,7,-7.176,1,0.064,0.433,0.0,0.0862,0.422,205.272,audio_features,3i9UVldZOE0aD0JnyfAZZ0,spotify:track:3i9UVldZOE0aD0JnyfAZZ0,https://api.spotify.com/v1/tracks/3i9UVldZOE0aD0JnyfAZZ0,https://api.spotify.com/v1/audio-analysis/3i9UVldZOE0aD0JnyfAZZ0,221307,3
0.704,0.225,6,-14.454,0,0.0994,0.902,0.657,0.106,0.243,120.006,audio_features,3ZCTVFBt2Brf31RLEnCkWJ,spotify:track:3ZCTVFBt2Brf31RLEnCkWJ,https://api.spotify.com/v1/tracks/3ZCTVFBt2Brf31RLEnCkWJ,https://api.spotify.com/v1/audio-analysis/3ZCTVFBt2Brf31RLEnCkWJ,245426,4
0.617,0.533,7,-6.386,1,0.0395,0.47,0.0,0.114,0.589,123.959,audio_features,1PQRwFvNM7xV65bIkHmDtx,spotify:track:1PQRwFvNM7xV65bIkHmDtx,https://api.spotify.com/v1/tracks/1PQRwFvNM7xV65bIkHmDtx,https://api.spotify.com/v1/audio-analysis/1PQRwFvNM7xV65bIkHmDtx,262552,4
0.548,0.816,0,-4.209,1,0.0465,0.122,0.0,0.335,0.557,95.39,audio_features,1e9oZCCiX42nJl0AcqriVo,spotify:track:1e9oZCCiX42nJl0AcqriVo,https://api.spotify.com/v1/tracks/1e9oZCCiX42nJl0AcqriVo,https://api.spotify.com/v1/audio-analysis/1e9oZCCiX42nJl0AcqriVo,174000,4
0.475,0.864,6,-3.109,1,0.0705,0.255,0.0,0.416,0.772,163.603,audio_features,75qv4qnNhOyZXzq2fHBjdI,spotify:track:75qv4qnNhOyZXzq2fHBjdI,https://api.spotify.com/v1/tracks/75qv4qnNhOyZXzq2fHBjdI,https://api.spotify.com/v1/audio-analysis/75qv4qnNhOyZXzq2fHBjdI,161749,4
0.819,0.734,3,-6.24,0,0.0991,0.496,0.0,0.0842,0.962,172.021,audio_features,6mX7ERpt8gb2BjWtqXkz9p,spotify:track:6mX7ERpt8gb2BjWtqXkz9p,https://api.spotify.com/v1/tracks/6mX7ERpt8gb2BjWtqXkz9p,https://api.spotify.com/v1/audio-analysis/6mX7ERpt8gb2BjWtqXkz9p,138837,4
0.615,0.699,4,-5.5,0,0.063,0.688,0.0,0.142,0.464,167.993,audio_features,4pq5g8DHg6lX7gDqu4OGlg,spotify:track:4pq5g8DHg6lX7gDqu4OGlg,https://api.spotify.com/v1/tracks/4pq5g8DHg6lX7gDqu4OGlg,https://api.spotify.com/v1/audio-analysis/4pq5g8DHg6lX7gDqu4OGlg,198847,4
0.783,0.483,1,-8.963,1,0.127,0.212,0.0,0.185,0.299,100.036,audio_features,2G7vVF2QPQtlnQ7EQntij8,spotify:track:2G7vVF2QPQtlnQ7EQntij8,https://api.spotify.com/v1/tracks/2G7vVF2QPQtlnQ7EQntij8,https://api.spotify.com/v1/audio-analysis/2G7vVF2QPQtlnQ7EQntij8,158400,4
0.826,0.73,1,-3.032,1,0.0809,0.383,0.000374,0.0197,0.605,150.134,audio_features,2bPtwnrpFNEe8N7Q85kLHw,spotify:track:2bPtwnrpFNEe8N7Q85kLHw,https://api.spotify.com/v1/tracks/2bPtwnrpFNEe8N7Q85kLHw,https://api.spotify.com/v1/audio-analysis/2bPtwnrpFNEe8N7Q85kLHw,157600,4
0.477,0.813,10,-5.919,1,0.0743,0.605,0.0,0.467,0.75,97.888,audio_features,3rDAHk73LZmgJIyGZstWQ0,spotify:track:3rDAHk73LZmgJIyGZstWQ0,https://api.spotify.com/v1/tracks/3rDAHk73LZmgJIyGZstWQ0,https://api.spotify.com/v1/audio-analysis/3rDAHk73LZmgJIyGZstWQ0,342622,4
0.569,0.598,6,-4.337,0,0.0329,0.748,0.0,0.848,0.858,134.382,audio_features,0WqNOaLQlWh1q11NSHunmu,spotify:track:0WqNOaLQlWh1q11NSHunmu,https://api.spotify.com/v1/tracks/0WqNOaLQlWh1q11NSHunmu,https://api.spotify.com/v1/audio-analysis/0WqNOaLQlWh1q11NSHunmu,150485,4
0.68,0.869,6,-1.94,1,0.0589,0.178,0.0,0.223,0.924,173.997,audio_features,4lKuzrdZrJuCAedbIslF3A,spotify:track:4lKuzrdZrJuCAedbIslF3A,https://api.spotify.com/v1/tracks/4lKuzrdZrJuCAedbIslF3A,https://api.spotify.com/v1/audio-analysis/4lKuzrdZrJuCAedbIslF3A,143448,4
0.605,0.72,7,-3.616,0,0.0481,0.159,0.0,0.956,0.296,141.954,audio_features,2BU6XXSG8SqiptRuj6EiLA,spotify:track:2BU6XXSG8SqiptRuj6EiLA,https://api.spotify.com/v1/tracks/2BU6XXSG8SqiptRuj6EiLA,https://api.spotify.com/v1/audio-analysis/2BU6XXSG8SqiptRuj6EiLA,201856,4
0.747,0.776,10,-5.898,0,0.0722,0.0233,1.38e-05,0.761,0.67,125.07,audio_features,7sYAS4CpbV90oSemgaEQat,spotify:track:7sYAS4CpbV90oSemgaEQat,https://api.spotify.com/v1/tracks/7sYAS4CpbV90oSemgaEQat,https://api.spotify.com/v1/audio-analysis/7sYAS4CpbV90oSemgaEQat,147027,4
0.651,0.681,0,-3.819,0,0.0886,0.756,0.0,0.0374,0.908,130.985,audio_features,2KGYg5LBQKpA4Js8BBcOkn,spotify:track:2KGYg5LBQKpA4Js8BBcOkn,https://api.spotify.com/v1/tracks/2KGYg5LBQKpA4Js8BBcOkn,https://api.spotify.com/v1/audio-analysis/2KGYg5LBQKpA4Js8BBcOkn,133329,4
0.817,0.516,5,-9.359,1,0.193,0.468,0.0,0.153,0.435,130.043,audio_features,0RiKAq1SfF6rfYcWpjB2T5,spotify:track:0RiKAq1SfF6rfYcWpjB2T5,https://api.spotify.com/v1/tracks/0RiKAq1SfF6rfYcWpjB2T5,https://api.spotify.com/v1/audio-analysis/0RiKAq1SfF6rfYcWpjB2T5,213447,4
0.813,0.955,6,-5.352,1,0.258,0.453,0.0,0.947,0.621,150.173,audio_features,4rXfZWzgv6L4IoZ23bdkal,spotify:track:4rXfZWzgv6L4IoZ23bdkal,https://api.spotify.com/v1/tracks/4rXfZWzgv6L4IoZ23bdkal,https://api.spotify.com/v1/audio-analysis/4rXfZWzgv6L4IoZ23bdkal,172153,4
0.811,0.73,1,-4.098,0,0.177,0.273,0.0,0.0765,0.965,93.69,audio_features,6dkh4ByQDG4Uqdt1Zp33Gi,spotify:track:6dkh4ByQDG4Uqdt1Zp33Gi,https://api.spotify.com/v1/tracks/6dkh4ByQDG4Uqdt1Zp33Gi,https://api.spotify.com/v1/audio-analysis/6dkh4ByQDG4Uqdt1Zp33Gi,164000,5
0.887,0.683,6,-3.167,1,0.173,0.311,1.95e-06,0.0833,0.797,145.266,audio_features,7HLU2aJTAQfSIgJ2dMASsP,spotify:track:7HLU2aJTAQfSIgJ2dMASsP,https://api.spotify.com/v1/tracks/7HLU2aJTAQfSIgJ2dMASsP,https://api.spotify.com/v1/audio-analysis/7HLU2aJTAQfSIgJ2dMASsP,137430,4
0.575,0.621,10,-8.165,0,0.032,0.0392,0.0045,0.141,0.27,101.987,audio_features,5aJEh9Oqdz7PRLKTpH25pB,spotify:track:5aJEh9Oqdz7PRLKTpH25pB,https://api.spotify.com/v1/tracks/5aJEh9Oqdz7PRLKTpH25pB,https://api.spotify.com/v1/audio-analysis/5aJEh9Oqdz7PRLKTpH25pB,172213,4
0.621,0.601,6,-5.616,0,0.148,0.0522,0.0,0.46,0.457,116.735,audio_features,696DnlkuDOXcMAnKlTgXXK,spotify:track:696DnlkuDOXcMAnKlTgXXK,https://api.spotify.com/v1/tracks/696DnlkuDOXcMAnKlTgXXK,https://api.spotify.com/v1/audio-analysis/696DnlkuDOXcMAnKlTgXXK,163636,5
0.531,0.75,10,-5.831,0,0.111,0.00632,7.6e-05,0.117,0.198,169.954,audio_features,57vxBYXtHMk6H1aD29V7PU,spotify:track:57vxBYXtHMk6H1aD29V7PU,https://api.spotify.com/v1/tracks/57vxBYXtHMk6H1aD29V7PU,https://api.spotify.com/v1/audio-analysis/57vxBYXtHMk6H1aD29V7PU,200080,4
0.888,0.621,6,-5.121,1,0.422,0.455,1.32e-06,0.0903,0.831,145.062,audio_features,48WH0pDGDftyxu9ru4WV0O,spotify:track:48WH0pDGDftyxu9ru4WV0O,https://api.spotify.com/v1/tracks/48WH0pDGDftyxu9ru4WV0O,https://api.spotify.com/v1/audio-analysis/48WH0pDGDftyxu9ru4WV0O,131018,4
0.845,0.954,8,-3.656,0,0.124,0.345,5.21e-05,0.115,0.63,137.995,audio_features,2RMOwSvOGQyy985Vx4VSGQ,spotify:track:2RMOwSvOGQyy985Vx4VSGQ,https://api.spotify.com/v1/tracks/2RMOwSvOGQyy985Vx4VSGQ,https://api.spotify.com/v1/audio-analysis/2RMOwSvOGQyy985Vx4VSGQ,160396,4
0.57,0.889,0,-3.813,1,0.206,0.456,0.0,0.651,0.426,97.423,audio_features,5qMnAsvgTfHMd5KQpzpnA1,spotify:track:5qMnAsvgTfHMd5KQpzpnA1,https://api.spotify.com/v1/tracks/5qMnAsvgTfHMd5KQpzpnA1,https://api.spotify.com/v1/audio-analysis/5qMnAsvgTfHMd5KQpzpnA1,179100,4
0.431,0.26,0,-12.001,1,0.0382,0.84,0.00015,0.104,0.157,159.567,audio_features,1fZgxJgmmOl8zCyHgcKAWE,spotify:track:1fZgxJgmmOl8zCyHgcKAWE,https://api.spotify.com/v1/tracks/1fZgxJgmmOl8zCyHgcKAWE,https://api.spotify.com/v1/audio-analysis/1fZgxJgmmOl8zCyHgcKAWE,245539,3
0.579,0.221,2,-13.962,1,0.0325,0.928,0.00267,0.109,0.314,77.113,audio_features,1TNXJFbHrXe3gVch3HxD7p,spotify:track:1TNXJFbHrXe3gVch3HxD7p,https://api.spotify.com/v1/tracks/1TNXJFbHrXe3gVch3HxD7p,https://api.spotify.com/v1/audio-analysis/1TNXJFbHrXe3gVch3HxD7p,228785,4
0.596,0.351,5,-11.935,0,0.0363,0.858,8.53e-06,0.128,0.362,157.872,audio_features,6aTrO4wF0wQA6RrVp9nVrT,spotify:track:6aTrO4wF0wQA6RrVp9nVrT,https://api.spotify.com/v1/tracks/6aTrO4wF0wQA6RrVp9nVrT,https://api.spotify.com/v1/audio-analysis/6aTrO4wF0wQA6RrVp9nVrT,206373,4
0.672,0.28,11,-14.714,0,0.0286,0.964,0.0157,0.0843,0.312,139.958,audio_features,4YNpbmyD7RQUhyBbu8V3HD,spotify:track:4YNpbmyD7RQUhyBbu8V3HD,https://api.spotify.com/v1/tracks/4YNpbmyD7RQUhyBbu8V3HD,https://api.spotify.com/v1/audio-analysis/4YNpbmyD7RQUhyBbu8V3HD,214054,4
0.602,0.474,0,-11.731,1,0.0647,0.925,0.0111,0.194,0.433,168.035,audio_features,22AAo9zdJD18OX6tC1VR95,spotify:track:22AAo9zdJD18OX6tC1VR95,https://api.spotify.com/v1/tracks/22AAo9zdJD18OX6tC1VR95,https://api.spotify.com/v1/audio-analysis/22AAo9zdJD18OX6tC1VR95,208573,4
0.49,0.29,0,-13.905,1,0.0312,0.844,0.000247,0.156,0.184,81.724,audio_features,2qvSChyYgm8ybTncALA4pD,spotify:track:2qvSChyYgm8ybTncALA4pD,https://api.spotify.com/v1/tracks/2qvSChyYgm8ybTncALA4pD,https://api.spotify.com/v1/audio-analysis/2qvSChyYgm8ybTncALA4pD,218275,4
0.893,0.482,5,-7.716,1,0.0602,0.0848,0.0,0.496,0.692,105.066,audio_features,3K2VA0D9DCYn0BCzFSA2Wk,spotify:track:3K2VA0D9DCYn0BCzFSA2Wk,https://api.spotify.com/v1/tracks/3K2VA0D9DCYn0BCzFSA2Wk,https://api.spotify.com/v1/audio-analysis/3K2VA0D9DCYn0BCzFSA2Wk,173914,4
0.556,0.151,3,-15.811,1,0.0316,0.969,0.0498,0.126,0.215,156.076,audio_features,0uYwzkmWFcsu9qU6Z1XKfP,spotify:track:0uYwzkmWFcsu9qU6Z1XKfP,https://api.spotify.com/v1/tracks/0uYwzkmWFcsu9qU6Z1XKfP,https://api.spotify.com/v1/audio-analysis/0uYwzkmWFcsu9qU6Z1XKfP,161750,4
0.543,0.756,11,-3.755,0,0.235,0.445,0.0,0.95,0.566,153.996,audio_features,146Vb458Y5RbqEa0fYFPzm,spotify:track:146Vb458Y5RbqEa0fYFPzm,https://api.spotify.com/v1/tracks/146Vb458Y5RbqEa0fYFPzm,https://api.spotify.com/v1/audio-analysis/146Vb458Y5RbqEa0fYFPzm,193670,4
0.646,0.372,5,-9.889,1,0.0272,0.559,0.000493,0.199,0.35,129.012,audio_features,4oOmRoG2lWjv6COrTT8Z28,spotify:track:4oOmRoG2lWjv6COrTT8Z28,https://api.spotify.com/v1/tracks/4oOmRoG2lWjv6COrTT8Z28,https://api.spotify.com/v1/audio-analysis/4oOmRoG2lWjv6COrTT8Z28,198221,4
0.542,0.783,6,-5.327,0,0.128,0.0338,6.4e-06,0.0804,0.311,96.834,audio_features,0Khj227M17pFl6YepviWtH,spotify:track:0Khj227M17pFl6YepviWtH,https://api.spotify.com/v1/tracks/0Khj227M17pFl6YepviWtH,https://api.spotify.com/v1/audio-analysis/0Khj227M17pFl6YepviWtH,253530,4
0.513,0.796,1,-4.075,1,0.0629,0.00147,0.000209,0.0938,0.345,171.017,audio_features,0sf12qNH5qcw8qpgymFOqD,spotify:track:0sf12qNH5qcw8qpgymFOqD,https://api.spotify.com/v1/tracks/0sf12qNH5qcw8qpgymFOqD,https://api.spotify.com/v1/audio-analysis/0sf12qNH5qcw8qpgymFOqD,201573,4
0.737,0.819,11,-5.056,0,0.0446,0.0726,0.0,0.36,0.904,139.988,audio_features,7yYsyXQa2JgbyL9fkEiUNt,spotify:track:7yYsyXQa2JgbyL9fkEiUNt,https://api.spotify.com/v1/tracks/7yYsyXQa2JgbyL9fkEiUNt,https://api.spotify.com/v1/audio-analysis/7yYsyXQa2JgbyL9fkEiUNt,157929,4
0.862,0.561,8,-5.703,1,0.335,0.596,0.0,0.108,0.541,99.864,audio_features,63SHcJzckFykS8faA5zojY,spotify:track:63SHcJzckFykS8faA5zojY,https://api.spotify.com/v1/tracks/63SHcJzckFykS8faA5zojY,https://api.spotify.com/v1/audio-analysis/63SHcJzckFykS8faA5zojY,188388,3
0.39,0.903,0,-3.846,1,0.409,0.445,0.0,0.911,0.47,195.62,audio_features,2Q9TaUXNM4mNSCgJjbmsJe,spotify:track:2Q9TaUXNM4mNSCgJjbmsJe,https://api.spotify.com/v1/tracks/2Q9TaUXNM4mNSCgJjbmsJe,https://api.spotify.com/v1/audio-analysis/2Q9TaUXNM4mNSCgJjbmsJe,181670,4
0.668,0.684,1,-5.937,1,0.0527,0.627,0.0,0.923,0.7,108.138,audio_features,1vG3YuKRYqPwTmNmYgqkpg,spotify:track:1vG3YuKRYqPwTmNmYgqkpg,https://api.spotify.com/v1/tracks/1vG3YuKRYqPwTmNmYgqkpg,https://api.spotify.com/v1/audio-analysis/1vG3YuKRYqPwTmNmYgqkpg,187986,4
0.585,0.958,11,-2.396,1,0.0798,0.323,2.98e-06,0.324,0.832,173.99,audio_features,17Ryox5vWKp92IDW87C5PI,spotify:track:17Ryox5vWKp92IDW87C5PI,https://api.spotify.com/v1/tracks/17Ryox5vWKp92IDW87C5PI,https://api.spotify.com/v1/audio-analysis/17Ryox5vWKp92IDW87C5PI,154183,4
0.805,0.932,2,-1.151,1,0.0375,0.41,0.0,0.873,0.916,126.931,audio_features,1MmS7UIy3J1BTxfGCRvVqN,spotify:track:1MmS7UIy3J1BTxfGCRvVqN,https://api.spotify.com/v1/tracks/1MmS7UIy3J1BTxfGCRvVqN,https://api.spotify.com/v1/audio-analysis/1MmS7UIy3J1BTxfGCRvVqN,215767,4
0.828,0.867,0,-1.519,1,0.0354,0.339,0.0,0.665,0.914,123.091,audio_features,6mdU8glNHYdBBj5DuKSL1B,spotify:track:6mdU8glNHYdBBj5DuKSL1B,https://api.spotify.com/v1/tracks/6mdU8glNHYdBBj5DuKSL1B,https://api.spotify.com/v1/audio-analysis/6mdU8glNHYdBBj5DuKSL1B,211483,4
0.794,0.937,8,-2.44,0,0.0336,0.366,4.15e-06,0.962,0.826,134.012,audio_features,3tv697PZNnaQN0Mn2zGhS5,spotify:track:3tv697PZNnaQN0Mn2zGhS5,https://api.spotify.com/v1/tracks/3tv697PZNnaQN0Mn2zGhS5,https://api.spotify.com/v1/audio-analysis/3tv697PZNnaQN0Mn2zGhS5,237517,4
0.676,0.771,8,-3.675,1,0.0483,0.0237,7e-06,0.102,0.569,99.048,audio_features,1M4qEo4HE3PRaCOM7EXNJq,spotify:track:1M4qEo4HE3PRaCOM7EXNJq,https://api.spotify.com/v1/tracks/1M4qEo4HE3PRaCOM7EXNJq,https://api.spotify.com/v1/audio-analysis/1M4qEo4HE3PRaCOM7EXNJq,207133,4
